distance,demand_name,demand_multiplier,scenario_label,controller,offset,expected_total_vehicles,mean_total_waiting_time,mean_speed,mean_total_queue,max_total_queue,total_departed,total_arrived,final_active,final_buffered,buffered_ratio,capacity_regime
300,medium,1.0,d300_medium,Fixed offset,30,2800,206.372,7.752,15.048,36,2800,2747,53,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,35,2800,188.652,7.849,14.166,32,2800,2747,53,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,40,2800,181.001,7.845,13.845,35,2800,2747,53,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,45,2800,175.672,7.871,13.616,34,2800,2748,52,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,50,2800,175.911,7.857,13.778,30,2800,2747,53,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,55,2800,191.172,7.782,14.584,36,2800,2748,52,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,60,2800,222.927,7.545,16.165,39,2800,2747,53,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,65,2800,318.079,6.911,21.091,48,2800,2734,66,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,70,2800,485.557,5.886,30.619,61,2800,2709,91,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,75,2800,479.251,5.99,29.827,68,2800,2709,91,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,80,2800,316.706,7.001,20.168,50,2800,2738,62,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,85,2800,273.515,7.391,17.549,48,2800,2745,55,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,90,2800,274.231,7.403,17.474,47,2800,2743,57,0,0.0,Unconstrained
300,high,1.5,d300_high,Fixed offset,0,4200,1284.135,4.045,76.119,153,3805,3632,173,395,0.094,Mild insertion pressure
300,high,1.5,d300_high,Fixed offset,5,4200,1356.608,4.081,75.366,146,3762,3603,159,438,0.104,Capacity-limited
300,high,1.5,d300_high,Fixed offset,10,4200,1631.55,4.193,73.361,140,3599,3460,139,601,0.143,Capacity-limited
300,high,1.5,d300_high,Fixed offset,15,4200,1520.636,4.346,69.578,131,3592,3452,140,608,0.145,Capacity-limited
300,high,1.5,d300_high,Fixed offset,20,4200,1805.605,4.032,77.365,136,3559,3409,150,641,0.153,Capacity-limited
300,high,1.5,d300_high,Fixed offset,25,4200,1792.515,3.985,78.294,139,3574,3422,152,626,0.149,Capacity-limited
300,high,1.5,d300_high,Fixed offset,30,4200,1289.998,4.08,74.37,122,3736,3564,172,464,0.11,Capacity-limited
300,high,1.5,d300_high,Fixed offset,35,4200,1271.865,4.129,73.088,118,3780,3609,171,420,0.1,Capacity-limited
300,high,1.5,d300_high,Fixed offset,40,4200,1106.014,4.418,67.311,111,3904,3729,175,296,0.07,Mild insertion pressure
300,high,1.5,d300_high,Fixed offset,45,4200,1048.988,4.529,63.783,103,3916,3746,170,284,0.068,Mild insertion pressure
300,high,1.5,d300_high,Fixed offset,50,4200,985.583,4.673,59.845,95,3882,3725,157,318,0.076,Mild insertion pressure
300,high,1.5,d300_high,Fixed offset,55,4200,881.743,4.965,53.303,87,3748,3616,132,452,0.108,Capacity-limited
300,high,1.5,d300_high,Fixed offset,60,4200,945.443,4.865,54.714,96,3679,3547,132,521,0.124,Capacity-limited
300,high,1.5,d300_high,Fixed offset,65,4200,1214.083,4.672,59.069,96,3557,3423,134,643,0.153,Capacity-limited
300,high,1.5,d300_high,Fixed offset,70,4200,1261.968,4.654,59.977,96,3570,3432,138,630,0.15,Capacity-limited
300,high,1.5,d300_high,Fixed offset,75,4200,1390.414,4.586,61.16,96,3510,3370,140,690,0.164,Capacity-limited
300,high,1.5,d300_high,Fixed offset,80,4200,1176.545,4.654,59.753,103,3599,3461,138,601,0.143,Capacity-limited
300,high,1.5,d300_high,Fixed offset,85,4200,1227.072,4.568,62.291,123,3656,3523,133,544,0.13,Capacity-limited
300,high,1.5,d300_high,Fixed offset,90,4200,1284.135,4.045,76.119,153,3805,3632,173,395,0.094,Mild insertion pressure
300,saturation,2.0,d300_saturation,Fixed offset,0,5600,1432.412,3.947,85.179,156,4309,4126,183,1291,0.231,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,5,5600,1602.868,3.849,87.299,148,4213,4028,185,1387,0.248,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,10,5600,2049.479,3.811,90.221,143,4155,3967,188,1445,0.258,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,15,5600,1886.138,3.905,87.509,138,4171,3991,180,1429,0.255,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,20,5600,1895.483,3.885,87.563,141,4174,3992,182,1426,0.255,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,25,5600,1925.068,3.949,85.419,144,4154,3982,172,1446,0.258,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,30,5600,1538.35,4.115,81.434,137,4320,4144,176,1280,0.229,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,35,5600,1315.487,4.115,79.356,135,4393,4216,177,1207,0.216,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,40,5600,1285.874,4.225,77.788,108,4492,4309,183,1108,0.198,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,45,5600,1261.463,4.235,76.776,108,4492,4319,173,1108,0.198,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,50,5600,1284.551,4.199,77.782,129,4443,4260,183,1157,0.207,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,55,5600,1361.649,4.163,79.401,124,4386,4206,180,1214,0.217,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,60,5600,1479.321,4.175,78.991,131,4287,4124,163,1313,0.234,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,65,5600,1963.81,4.013,84.764,136,4214,4051,163,1386,0.248,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,70,5600,1841.467,3.851,88.742,140,4162,3976,186,1438,0.257,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,75,5600,1907.025,3.916,87.676,144,4186,3998,188,1414,0.252,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,80,5600,1789.204,3.946,86.221,143,4170,3996,174,1430,0.255,Oversaturated
300,saturation,2.0,d300_saturation,Fixed offset,85,5600,1704.674,3.888,87.189,147,4210,4035,175,1390,0.248,Capacity-limited
300,saturation,2.0,d300_saturation,Fixed offset,90,5600,1432.412,3.947,85.179,156,4309,4126,183,1291,0.231,Capacity-limited
300,oversaturation,2.5,d300_oversaturation,Fixed offset,0,7000,2587.158,3.08,137.479,227,4604,4340,264,2396,0.342,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,5,7000,2723.931,3.118,136.633,216,4630,4359,271,2370,0.339,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,10,7000,2762.105,3.107,138.161,217,4583,4303,280,2417,0.345,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,15,7000,2700.823,3.182,135.466,221,4615,4347,268,2385,0.341,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,20,7000,2668.2,3.171,134.756,214,4628,4370,258,2372,0.339,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,25,7000,2833.916,3.134,137.451,206,4607,4338,269,2393,0.342,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,30,7000,2475.429,3.239,131.717,209,4709,4440,269,2291,0.327,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,35,7000,2314.014,3.302,129.249,197,4853,4586,267,2147,0.307,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,40,7000,2249.002,3.345,126.898,196,4898,4639,259,2102,0.3,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,45,7000,2259.131,3.412,125.343,187,4910,4655,255,2090,0.299,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,50,7000,2235.634,3.389,126.229,190,4885,4617,268,2115,0.302,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,55,7000,2310.062,3.327,128.418,199,4827,4561,266,2173,0.31,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,60,7000,2479.866,3.233,132.602,204,4728,4453,275,2272,0.325,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,65,7000,2940.022,3.147,136.79,208,4608,4352,256,2392,0.342,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,70,7000,2962.289,3.144,137.646,204,4574,4301,273,2426,0.347,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,75,7000,2948.401,3.086,139.549,216,4531,4269,262,2469,0.353,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,80,7000,2965.245,3.072,139.755,214,4559,4291,268,2441,0.349,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,85,7000,2895.329,3.117,138.356,211,4634,4366,268,2366,0.338,Oversaturated
300,oversaturation,2.5,d300_oversaturation,Fixed offset,90,7000,2587.158,3.08,137.479,227,4604,4340,264,2396,0.342,Oversaturated
500,low,0.5,d500_low,Fixed offset,0,1400,142.543,7.932,8.972,30,1406,1376,30,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,5,1400,136.288,8.012,8.71,28,1406,1377,29,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,10,1400,119.131,8.241,7.957,26,1406,1377,29,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,15,1400,103.894,8.448,7.262,25,1406,1375,31,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,20,1400,91.876,8.66,6.693,22,1406,1375,31,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,25,1400,90.522,8.705,6.562,22,1406,1376,30,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,30,1400,84.969,8.805,6.194,20,1406,1377,29,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,35,1400,82.431,8.881,5.898,19,1406,1380,26,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,40,1400,79.518,8.948,5.628,17,1406,1380,26,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,45,1400,78.907,8.972,5.513,17,1406,1380,26,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,50,1400,75.894,8.978,5.498,16,1406,1380,26,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,55,1400,79.975,8.875,5.839,17,1406,1380,26,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,60,1400,82.342,8.817,6.132,21,1406,1379,27,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,65,1400,89.696,8.663,6.624,21,1406,1376,30,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,70,1400,96.548,8.551,7.005,25,1406,1372,34,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,75,1400,101.255,8.456,7.252,24,1406,1371,35,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,80,1400,113.158,8.289,7.792,27,1406,1374,32,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,85,1400,133.144,8.035,8.609,29,1406,1374,32,0,0.0,Unconstrained
500,low,0.5,d500_low,Fixed offset,90,1400,142.543,7.932,8.972,30,1406,1376,30,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,0,2800,291.246,7.546,19.569,56,2800,2742,58,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,5,2800,298.484,7.519,19.923,55,2800,2743,57,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,10,2800,284.586,7.629,19.099,52,2800,2739,61,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,15,2800,270.297,7.739,18.301,47,2800,2737,63,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,20,2800,242.711,7.938,16.754,45,2800,2738,62,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,25,2800,229.135,8.055,15.823,37,2800,2739,61,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,30,2800,352.876,7.234,22.503,47,2800,2720,80,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,35,2800,422.863,6.862,26.078,54,2800,2714,86,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,40,2800,345.748,7.336,21.612,46,2800,2727,73,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,45,2800,279.97,7.782,17.955,39,2800,2733,67,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,50,2800,318.037,7.417,20.212,41,2800,2730,70,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,55,2800,514.731,6.471,29.375,90,2778,2677,101,22,0.008,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,60,2800,424.825,6.646,26.971,59,2800,2710,90,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,65,2800,271.577,7.635,18.121,43,2800,2729,71,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,70,2800,226.379,7.977,16.102,41,2800,2736,64,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,75,2800,238.529,7.872,16.999,44,2800,2738,62,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,80,2800,261.549,7.717,18.257,52,2800,2739,61,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,85,2800,287.379,7.579,19.409,54,2800,2741,59,0,0.0,Unconstrained
500,medium,1.0,d500_medium,Fixed offset,90,2800,291.246,7.546,19.569,56,2800,2742,58,0,0.0,Unconstrained
500,high,1.5,d500_high,Fixed offset,0,4200,849.522,5.475,53.026,119,3963,3819,144,237,0.056,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,5,4200,1018.593,5.053,61.99,140,3948,3777,171,252,0.06,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,10,4200,1156.294,4.719,69.944,147,3949,3757,192,251,0.06,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,15,4200,1186.642,4.642,71.142,148,3887,3701,186,313,0.075,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,20,4200,1361.022,4.512,74.194,144,3773,3587,186,427,0.102,Capacity-limited
500,high,1.5,d500_high,Fixed offset,25,4200,1555.464,4.381,77.437,141,3685,3508,177,515,0.123,Capacity-limited
500,high,1.5,d500_high,Fixed offset,30,4200,1769.582,4.244,80.301,139,3593,3430,163,607,0.145,Capacity-limited
500,high,1.5,d500_high,Fixed offset,35,4200,1741.254,4.344,77.362,143,3563,3420,143,637,0.152,Capacity-limited
500,high,1.5,d500_high,Fixed offset,40,4200,1779.198,4.203,79.958,144,3558,3397,161,642,0.153,Capacity-limited
500,high,1.5,d500_high,Fixed offset,45,4200,1340.429,4.196,78.571,128,3652,3478,174,548,0.13,Capacity-limited
500,high,1.5,d500_high,Fixed offset,50,4200,1636.332,4.415,74.026,138,3536,3401,135,664,0.158,Capacity-limited
500,high,1.5,d500_high,Fixed offset,55,4200,1317.26,4.715,65.748,116,3503,3371,132,697,0.166,Capacity-limited
500,high,1.5,d500_high,Fixed offset,60,4200,1316.382,4.808,63.875,117,3514,3377,137,686,0.163,Capacity-limited
500,high,1.5,d500_high,Fixed offset,65,4200,1138.004,5.043,59.18,97,3625,3487,138,575,0.137,Capacity-limited
500,high,1.5,d500_high,Fixed offset,70,4200,1043.5,5.078,59.027,106,3690,3546,144,510,0.121,Capacity-limited
500,high,1.5,d500_high,Fixed offset,75,4200,952.629,5.142,57.967,107,3875,3718,157,325,0.077,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,80,4200,881.13,5.333,54.787,116,3895,3753,142,305,0.073,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,85,4200,867.19,5.406,53.9,114,3932,3791,141,268,0.064,Mild insertion pressure
500,high,1.5,d500_high,Fixed offset,90,4200,849.522,5.475,53.026,119,3963,3819,144,237,0.056,Mild insertion pressure
500,saturation,2.0,d500_saturation,Fixed offset,0,5600,1345.466,4.464,81.626,161,4485,4292,193,1115,0.199,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,5,5600,1385.311,4.393,83.266,156,4440,4246,194,1160,0.207,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,10,5600,1324.596,4.531,79.975,144,4484,4290,194,1116,0.199,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,15,5600,1446.426,4.435,82.623,149,4374,4181,193,1226,0.219,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,20,5600,1599.316,4.401,83.892,147,4296,4103,193,1304,0.233,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,25,5600,1939.429,4.32,86.234,147,4236,4047,189,1364,0.244,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,30,5600,1929.987,4.386,84.133,143,4173,4018,155,1427,0.255,Oversaturated
500,saturation,2.0,d500_saturation,Fixed offset,35,5600,1784.087,4.323,84.104,137,4193,4027,166,1407,0.251,Oversaturated
500,saturation,2.0,d500_saturation,Fixed offset,40,5600,1661.322,4.25,85.137,145,4189,4010,179,1411,0.252,Oversaturated
500,saturation,2.0,d500_saturation,Fixed offset,45,5600,1491.408,4.236,85.224,136,4217,4041,176,1383,0.247,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,50,5600,1661.712,4.333,83.731,143,4187,4016,171,1413,0.252,Oversaturated
500,saturation,2.0,d500_saturation,Fixed offset,55,5600,1579.313,4.342,83.883,140,4232,4046,186,1368,0.244,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,60,5600,1736.307,4.365,83.18,145,4223,4041,182,1377,0.246,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,65,5600,1732.863,4.365,84.744,143,4177,4020,157,1423,0.254,Oversaturated
500,saturation,2.0,d500_saturation,Fixed offset,70,5600,1693.882,4.377,84.721,147,4263,4086,177,1337,0.239,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,75,5600,1360.904,4.437,82.264,147,4413,4219,194,1187,0.212,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,80,5600,1472.981,4.377,83.145,152,4379,4188,191,1221,0.218,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,85,5600,1332.234,4.484,80.625,156,4475,4285,190,1125,0.201,Capacity-limited
500,saturation,2.0,d500_saturation,Fixed offset,90,5600,1345.466,4.464,81.626,161,4485,4292,193,1115,0.199,Capacity-limited
500,oversaturation,2.5,d500_oversaturation,Fixed offset,0,7000,2310.723,3.63,130.824,224,4900,4615,285,2100,0.3,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,5,7000,2334.986,3.59,131.693,219,4877,4585,292,2123,0.303,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,10,7000,2391.838,3.523,133.166,217,4782,4498,284,2218,0.317,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,15,7000,2507.555,3.514,134.315,224,4692,4414,278,2308,0.33,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,20,7000,2675.71,3.455,135.553,197,4654,4372,282,2346,0.335,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,25,7000,2770.574,3.426,136.671,233,4608,4330,278,2392,0.342,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,30,7000,2789.088,3.462,134.736,204,4689,4420,269,2311,0.33,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,35,7000,2807.908,3.45,133.454,217,4637,4372,265,2363,0.338,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,40,7000,2637.64,3.408,134.409,222,4607,4341,266,2393,0.342,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,45,7000,2518.907,3.448,133.767,216,4692,4417,275,2308,0.33,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,50,7000,2807.399,3.476,133.802,219,4582,4342,240,2418,0.345,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,55,7000,2744.488,3.527,131.072,213,4598,4356,242,2402,0.343,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,60,7000,2735.349,3.478,133.482,209,4627,4376,251,2373,0.339,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,65,7000,2812.052,3.528,133.428,237,4672,4415,257,2328,0.333,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,70,7000,2654.447,3.46,135.096,203,4650,4367,283,2350,0.336,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,75,7000,2457.651,3.499,133.331,211,4749,4467,282,2251,0.322,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,80,7000,2406.818,3.574,133.262,225,4891,4615,276,2109,0.301,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,85,7000,2360.788,3.645,130.37,226,4929,4647,282,2071,0.296,Oversaturated
500,oversaturation,2.5,d500_oversaturation,Fixed offset,90,7000,2310.723,3.63,130.824,224,4900,4615,285,2100,0.3,Oversaturated
750,low,0.5,d750_low,Fixed offset,0,1400,99.407,8.701,7.53,29,1406,1376,30,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,5,1400,103.041,8.68,7.641,29,1406,1377,29,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,10,1400,107.696,8.684,7.721,29,1406,1374,32,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,15,1400,116.677,8.652,7.9,29,1406,1371,35,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,20,1400,110.857,8.825,7.416,25,1406,1369,37,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,25,1400,104.858,8.978,6.945,22,1406,1370,36,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,30,1400,94.046,9.169,6.394,20,1406,1374,32,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,35,1400,93.119,9.206,6.317,19,1406,1374,32,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,40,1400,88.713,9.278,6.105,17,1406,1375,31,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,45,1400,90.169,9.267,6.153,19,1406,1372,34,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,50,1400,89.203,9.285,6.081,19,1406,1376,30,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,55,1400,90.481,9.254,6.134,18,1406,1373,33,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,60,1400,93.574,9.195,6.285,20,1406,1374,32,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,65,1400,96.904,9.102,6.506,21,1406,1373,33,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,70,1400,103.354,8.937,6.963,24,1406,1371,35,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,75,1400,107.496,8.797,7.39,25,1406,1371,35,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,80,1400,100.275,8.796,7.324,29,1406,1374,32,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,85,1400,98.106,8.747,7.395,30,1406,1374,32,0,0.0,Unconstrained
750,low,0.5,d750_low,Fixed offset,90,1400,99.407,8.701,7.53,29,1406,1376,30,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,0,2800,197.676,8.439,15.552,51,2800,2740,60,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,5,2800,207.482,8.384,16.014,49,2800,2736,64,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,10,2800,218.486,8.355,16.353,46,2800,2734,66,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,15,2800,233.946,8.331,16.811,42,2800,2731,69,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,20,2800,242.19,8.345,16.871,41,2800,2729,71,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,25,2800,259.631,8.268,17.522,43,2800,2730,70,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,30,2800,281.292,8.158,18.381,40,2800,2725,75,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,35,2800,366.174,7.61,22.806,43,2800,2719,81,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,40,2800,356.374,7.697,22.085,43,2800,2717,83,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,45,2800,352.535,7.74,21.674,45,2800,2722,78,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,50,2800,313.406,8.027,19.581,42,2800,2725,75,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,55,2800,281.563,8.233,17.992,40,2800,2730,70,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,60,2800,264.437,8.33,17.224,41,2800,2741,59,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,65,2800,229.697,8.529,15.689,38,2800,2738,62,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,70,2800,230.68,8.491,15.893,39,2800,2737,63,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,75,2800,224.794,8.449,15.953,39,2800,2738,62,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,80,2800,206.936,8.489,15.444,43,2800,2739,61,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,85,2800,200.504,8.467,15.434,51,2800,2741,59,0,0.0,Unconstrained
750,medium,1.0,d750_medium,Fixed offset,90,2800,197.676,8.439,15.552,51,2800,2740,60,0,0.0,Unconstrained
750,high,1.5,d750_high,Fixed offset,0,4200,830.32,5.941,51.926,123,3940,3781,159,260,0.062,Mild insertion pressure
750,high,1.5,d750_high,Fixed offset,5,4200,896.191,5.751,55.58,121,3926,3765,161,274,0.065,Mild insertion pressure
750,high,1.5,d750_high,Fixed offset,10,4200,818.705,5.96,51.189,106,3903,3755,148,297,0.071,Mild insertion pressure
750,high,1.5,d750_high,Fixed offset,15,4200,885.636,5.786,54.255,106,3834,3680,154,366,0.087,Mild insertion pressure
750,high,1.5,d750_high,Fixed offset,20,4200,952.207,5.686,54.928,97,3746,3592,154,454,0.108,Capacity-limited
750,high,1.5,d750_high,Fixed offset,25,4200,995.973,5.546,57.69,103,3675,3518,157,525,0.125,Capacity-limited
750,high,1.5,d750_high,Fixed offset,30,4200,1420.38,5.212,65.114,124,3559,3407,152,641,0.153,Capacity-limited
750,high,1.5,d750_high,Fixed offset,35,4200,1359.574,5.054,68.594,132,3566,3413,153,634,0.151,Capacity-limited
750,high,1.5,d750_high,Fixed offset,40,4200,1523.402,4.784,76.33,140,3599,3447,152,601,0.143,Capacity-limited
750,high,1.5,d750_high,Fixed offset,45,4200,1486.54,4.598,80.675,143,3621,3441,180,579,0.138,Capacity-limited
750,high,1.5,d750_high,Fixed offset,50,4200,1517.187,4.617,79.512,143,3612,3441,171,588,0.14,Capacity-limited
750,high,1.5,d750_high,Fixed offset,55,4200,1359.053,4.82,75.394,142,3693,3517,176,507,0.121,Capacity-limited
750,high,1.5,d750_high,Fixed offset,60,4200,1500.303,4.809,76.295,146,3693,3515,178,507,0.121,Capacity-limited
750,high,1.5,d750_high,Fixed offset,65,4200,1355.844,4.846,75.131,140,3757,3584,173,443,0.105,Capacity-limited
